seed,stage,pass,position,original_episode
20260849,all_history_refit,1,21,15
20260849,all_history_refit,1,22,41
20260849,all_history_refit,1,23,8
20260849,all_history_refit,1,24,56
20260849,all_history_refit,1,25,4
20260849,all_history_refit,1,26,26
20260849,all_history_refit,1,27,50
20260849,all_history_refit,1,28,18
20260849,all_history_refit,1,29,10
20260849,all_history_refit,1,30,22
20260849,all_history_refit,1,31,20
20260849,all_history_refit,1,32,34
20260849,all_history_refit,1,33,31
20260849,all_history_refit,1,34,36
20260849,all_history_refit,1,35,9
20260849,all_history_refit,1,36,21
20260849,all_history_refit,1,37,49
20260849,all_history_refit,1,38,54
20260849,all_history_refit,1,39,32
20260849,all_history_refit,1,40,46
20260849,all_history_refit,1,41,37
20260849,all_history_refit,1,42,58
20260849,all_history_refit,1,43,61
20260849,all_history_refit,1,44,24
20260849,all_history_refit,1,45,11
20260849,all_history_refit,1,46,1
20260849,all_history_refit,1,47,42
20260849,all_history_refit,1,48,27
20260849,all_history_refit,1,49,52
20260849,all_history_refit,1,50,59
20260849,all_history_refit,1,51,38
20260849,all_history_refit,1,52,17
20260849,all_history_refit,1,53,40
20260849,all_history_refit,1,54,16
20260849,all_history_refit,1,55,44
20260849,all_history_refit,1,56,25
20260849,all_history_refit,1,57,35
20260849,all_history_refit,1,58,6
20260849,all_history_refit,1,59,5
20260849,all_history_refit,1,60,51
20260849,all_history_refit,1,61,33
20260850,selection_fit,1,1,33
20260850,selection_fit,1,2,35
20260850,selection_fit,1,3,27
20260850,selection_fit,1,4,20
20260850,selection_fit,1,5,21
20260850,selection_fit,1,6,32
20260850,selection_fit,1,7,2
20260850,selection_fit,1,8,15
20260850,selection_fit,1,9,16
20260850,selection_fit,1,10,34
20260850,selection_fit,1,11,14
20260850,selection_fit,1,12,28
20260850,selection_fit,1,13,25
20260850,selection_fit,1,14,13
20260850,selection_fit,1,15,12
20260850,selection_fit,1,16,1
20260850,selection_fit,1,17,11
20260850,selection_fit,1,18,4
20260850,selection_fit,1,19,37
20260850,selection_fit,1,20,3
20260850,selection_fit,1,21,26
20260850,selection_fit,1,22,29
20260850,selection_fit,1,23,6
20260850,selection_fit,1,24,36
20260850,selection_fit,1,25,8
20260850,selection_fit,1,26,31
20260850,selection_fit,1,27,22
20260850,selection_fit,1,28,7
20260850,selection_fit,1,29,9
20260850,selection_fit,1,30,23
20260850,selection_fit,1,31,30
20260850,selection_fit,1,32,19
20260850,selection_fit,1,33,24
20260850,selection_fit,1,34,18
20260850,selection_fit,1,35,10
20260850,selection_fit,1,36,17
20260850,selection_fit,1,37,5
20260850,all_history_refit,1,1,51
20260850,all_history_refit,1,2,1
20260850,all_history_refit,1,3,21
20260850,all_history_refit,1,4,7
20260850,all_history_refit,1,5,30
20260850,all_history_refit,1,6,35
20260850,all_history_refit,1,7,25
20260850,all_history_refit,1,8,33
20260850,all_history_refit,1,9,15
20260850,all_history_refit,1,10,27
20260850,all_history_refit,1,11,49
20260850,all_history_refit,1,12,4
20260850,all_history_refit,1,13,16
20260850,all_history_refit,1,14,47
20260850,all_history_refit,1,15,8
20260850,all_history_refit,1,16,38
20260850,all_history_refit,1,17,5
20260850,all_history_refit,1,18,17
20260850,all_history_refit,1,19,42
20260850,all_history_refit,1,20,6
20260850,all_history_refit,1,21,14
20260850,all_history_refit,1,22,32
20260850,all_history_refit,1,23,28
20260850,all_history_refit,1,24,50
20260850,all_history_refit,1,25,57
20260850,all_history_refit,1,26,52
20260850,all_history_refit,1,27,11
20260850,all_history_refit,1,28,13
20260850,all_history_refit,1,29,31
20260850,all_history_refit,1,30,9
20260850,all_history_refit,1,31,26
20260850,all_history_refit,1,32,3
20260850,all_history_refit,1,33,55
20260850,all_history_refit,1,34,53
20260850,all_history_refit,1,35,39
20260850,all_history_refit,1,36,43
20260850,all_history_refit,1,37,24
20260850,all_history_refit,1,38,58
20260850,all_history_refit,1,39,34
20260850,all_history_refit,1,40,44
20260850,all_history_refit,1,41,56
20260850,all_history_refit,1,42,46
20260850,all_history_refit,1,43,37
20260850,all_history_refit,1,44,45
20260850,all_history_refit,1,45,12
20260850,all_history_refit,1,46,36
20260850,all_history_refit,1,47,19
20260850,all_history_refit,1,48,22
20260850,all_history_refit,1,49,10
20260850,all_history_refit,1,50,41
20260850,all_history_refit,1,51,48
20260850,all_history_refit,1,52,18
20260850,all_history_refit,1,53,23
20260850,all_history_refit,1,54,40
20260850,all_history_refit,1,55,54
20260850,all_history_refit,1,56,29
20260850,all_history_refit,1,57,60
20260850,all_history_refit,1,58,2
20260850,all_history_refit,1,59,59
20260850,all_history_refit,1,60,20
20260850,all_history_refit,1,61,61
