seed,stage,pass,position,original_episode
20260749,all_history_refit,1,21,2
20260749,all_history_refit,1,22,28
20260749,all_history_refit,1,23,40
20260749,all_history_refit,1,24,36
20260749,all_history_refit,1,25,24
20260749,all_history_refit,1,26,4
20260749,all_history_refit,1,27,59
20260749,all_history_refit,1,28,31
20260749,all_history_refit,1,29,1
20260749,all_history_refit,1,30,30
20260749,all_history_refit,1,31,33
20260749,all_history_refit,1,32,9
20260749,all_history_refit,1,33,46
20260749,all_history_refit,1,34,47
20260749,all_history_refit,1,35,14
20260749,all_history_refit,1,36,61
20260749,all_history_refit,1,37,48
20260749,all_history_refit,1,38,53
20260749,all_history_refit,1,39,5
20260749,all_history_refit,1,40,6
20260749,all_history_refit,1,41,7
20260749,all_history_refit,1,42,16
20260749,all_history_refit,1,43,58
20260749,all_history_refit,1,44,60
20260749,all_history_refit,1,45,32
20260749,all_history_refit,1,46,49
20260749,all_history_refit,1,47,19
20260749,all_history_refit,1,48,52
20260749,all_history_refit,1,49,51
20260749,all_history_refit,1,50,50
20260749,all_history_refit,1,51,10
20260749,all_history_refit,1,52,11
20260749,all_history_refit,1,53,29
20260749,all_history_refit,1,54,18
20260749,all_history_refit,1,55,23
20260749,all_history_refit,1,56,54
20260749,all_history_refit,1,57,35
20260749,all_history_refit,1,58,38
20260749,all_history_refit,1,59,39
20260749,all_history_refit,1,60,27
20260749,all_history_refit,1,61,13
20260750,selection_fit,1,1,8
20260750,selection_fit,1,2,3
20260750,selection_fit,1,3,16
20260750,selection_fit,1,4,30
20260750,selection_fit,1,5,17
20260750,selection_fit,1,6,6
20260750,selection_fit,1,7,22
20260750,selection_fit,1,8,18
20260750,selection_fit,1,9,5
20260750,selection_fit,1,10,1
20260750,selection_fit,1,11,19
20260750,selection_fit,1,12,28
20260750,selection_fit,1,13,34
20260750,selection_fit,1,14,21
20260750,selection_fit,1,15,35
20260750,selection_fit,1,16,10
20260750,selection_fit,1,17,11
20260750,selection_fit,1,18,14
20260750,selection_fit,1,19,23
20260750,selection_fit,1,20,4
20260750,selection_fit,1,21,27
20260750,selection_fit,1,22,12
20260750,selection_fit,1,23,26
20260750,selection_fit,1,24,20
20260750,selection_fit,1,25,31
20260750,selection_fit,1,26,13
20260750,selection_fit,1,27,29
20260750,selection_fit,1,28,25
20260750,selection_fit,1,29,9
20260750,selection_fit,1,30,7
20260750,selection_fit,1,31,2
20260750,selection_fit,1,32,36
20260750,selection_fit,1,33,24
20260750,selection_fit,1,34,33
20260750,selection_fit,1,35,15
20260750,selection_fit,1,36,32
20260750,selection_fit,1,37,37
20260750,all_history_refit,1,1,56
20260750,all_history_refit,1,2,7
20260750,all_history_refit,1,3,58
20260750,all_history_refit,1,4,61
20260750,all_history_refit,1,5,17
20260750,all_history_refit,1,6,21
20260750,all_history_refit,1,7,23
20260750,all_history_refit,1,8,59
20260750,all_history_refit,1,9,6
20260750,all_history_refit,1,10,29
20260750,all_history_refit,1,11,60
20260750,all_history_refit,1,12,31
20260750,all_history_refit,1,13,11
20260750,all_history_refit,1,14,26
20260750,all_history_refit,1,15,28
20260750,all_history_refit,1,16,2
20260750,all_history_refit,1,17,32
20260750,all_history_refit,1,18,24
20260750,all_history_refit,1,19,30
20260750,all_history_refit,1,20,55
20260750,all_history_refit,1,21,13
20260750,all_history_refit,1,22,18
20260750,all_history_refit,1,23,9
20260750,all_history_refit,1,24,44
20260750,all_history_refit,1,25,36
20260750,all_history_refit,1,26,43
20260750,all_history_refit,1,27,53
20260750,all_history_refit,1,28,38
20260750,all_history_refit,1,29,34
20260750,all_history_refit,1,30,50
20260750,all_history_refit,1,31,22
20260750,all_history_refit,1,32,41
20260750,all_history_refit,1,33,52
20260750,all_history_refit,1,34,10
20260750,all_history_refit,1,35,12
20260750,all_history_refit,1,36,49
20260750,all_history_refit,1,37,40
20260750,all_history_refit,1,38,3
20260750,all_history_refit,1,39,20
20260750,all_history_refit,1,40,14
20260750,all_history_refit,1,41,47
20260750,all_history_refit,1,42,27
20260750,all_history_refit,1,43,33
20260750,all_history_refit,1,44,8
20260750,all_history_refit,1,45,35
20260750,all_history_refit,1,46,1
20260750,all_history_refit,1,47,48
20260750,all_history_refit,1,48,19
20260750,all_history_refit,1,49,45
20260750,all_history_refit,1,50,16
20260750,all_history_refit,1,51,51
20260750,all_history_refit,1,52,5
20260750,all_history_refit,1,53,46
20260750,all_history_refit,1,54,25
20260750,all_history_refit,1,55,4
20260750,all_history_refit,1,56,42
20260750,all_history_refit,1,57,15
20260750,all_history_refit,1,58,54
20260750,all_history_refit,1,59,39
20260750,all_history_refit,1,60,57
20260750,all_history_refit,1,61,37
20260751,selection_fit,1,1,36
20260751,selection_fit,1,2,1
20260751,selection_fit,1,3,30
20260751,selection_fit,1,4,24
20260751,selection_fit,1,5,11
20260751,selection_fit,1,6,20
20260751,selection_fit,1,7,26
20260751,selection_fit,1,8,35
20260751,selection_fit,1,9,16
20260751,selection_fit,1,10,8
20260751,selection_fit,1,11,18
20260751,selection_fit,1,12,5
20260751,selection_fit,1,13,22
20260751,selection_fit,1,14,4
20260751,selection_fit,1,15,34
20260751,selection_fit,1,16,28
20260751,selection_fit,1,17,19
20260751,selection_fit,1,18,9
20260751,selection_fit,1,19,32
20260751,selection_fit,1,20,14
20260751,selection_fit,1,21,33
20260751,selection_fit,1,22,13
20260751,selection_fit,1,23,17
20260751,selection_fit,1,24,23
20260751,selection_fit,1,25,12
20260751,selection_fit,1,26,25
20260751,selection_fit,1,27,15
20260751,selection_fit,1,28,27
20260751,selection_fit,1,29,10
20260751,selection_fit,1,30,29
20260751,selection_fit,1,31,37
20260751,selection_fit,1,32,6
20260751,selection_fit,1,33,7
20260751,selection_fit,1,34,3
20260751,selection_fit,1,35,21
20260751,selection_fit,1,36,31
20260751,selection_fit,1,37,2
20260751,all_history_refit,1,1,3
20260751,all_history_refit,1,2,18
20260751,all_history_refit,1,3,32
20260751,all_history_refit,1,4,61
20260751,all_history_refit,1,5,7
20260751,all_history_refit,1,6,28
20260751,all_history_refit,1,7,14
20260751,all_history_refit,1,8,31
20260751,all_history_refit,1,9,49
20260751,all_history_refit,1,10,52
20260751,all_history_refit,1,11,9
20260751,all_history_refit,1,12,56
20260751,all_history_refit,1,13,53
20260751,all_history_refit,1,14,5
20260751,all_history_refit,1,15,46
20260751,all_history_refit,1,16,33
20260751,all_history_refit,1,17,34
20260751,all_history_refit,1,18,36
20260751,all_history_refit,1,19,37
20260751,all_history_refit,1,20,8
20260751,all_history_refit,1,21,29
20260751,all_history_refit,1,22,43
20260751,all_history_refit,1,23,40
20260751,all_history_refit,1,24,60
20260751,all_history_refit,1,25,4
20260751,all_history_refit,1,26,51
20260751,all_history_refit,1,27,13
20260751,all_history_refit,1,28,22
20260751,all_history_refit,1,29,50
20260751,all_history_refit,1,30,10
20260751,all_history_refit,1,31,1
20260751,all_history_refit,1,32,2
20260751,all_history_refit,1,33,15
20260751,all_history_refit,1,34,35
20260751,all_history_refit,1,35,11
20260751,all_history_refit,1,36,48
20260751,all_history_refit,1,37,58
20260751,all_history_refit,1,38,54
20260751,all_history_refit,1,39,17
20260751,all_history_refit,1,40,57
20260751,all_history_refit,1,41,25
20260751,all_history_refit,1,42,27
20260751,all_history_refit,1,43,21
20260751,all_history_refit,1,44,39
20260751,all_history_refit,1,45,24
20260751,all_history_refit,1,46,20
20260751,all_history_refit,1,47,26
20260751,all_history_refit,1,48,55
20260751,all_history_refit,1,49,19
20260751,all_history_refit,1,50,41
20260751,all_history_refit,1,51,59
20260751,all_history_refit,1,52,44
20260751,all_history_refit,1,53,16
20260751,all_history_refit,1,54,42
20260751,all_history_refit,1,55,23
20260751,all_history_refit,1,56,47
20260751,all_history_refit,1,57,45
20260751,all_history_refit,1,58,38
20260751,all_history_refit,1,59,12
20260751,all_history_refit,1,60,6
20260751,all_history_refit,1,61,30
20260752,selection_fit,1,1,9
20260752,selection_fit,1,2,22
20260752,selection_fit,1,3,16
20260752,selection_fit,1,4,32
20260752,selection_fit,1,5,25
20260752,selection_fit,1,6,13
20260752,selection_fit,1,7,8
20260752,selection_fit,1,8,35
20260752,selection_fit,1,9,23
20260752,selection_fit,1,10,14
20260752,selection_fit,1,11,18
20260752,selection_fit,1,12,17
20260752,selection_fit,1,13,1
20260752,selection_fit,1,14,26
20260752,selection_fit,1,15,30
20260752,selection_fit,1,16,37
20260752,selection_fit,1,17,6
20260752,selection_fit,1,18,31
20260752,selection_fit,1,19,28
20260752,selection_fit,1,20,33
20260752,selection_fit,1,21,11
20260752,selection_fit,1,22,5
20260752,selection_fit,1,23,19
20260752,selection_fit,1,24,10
20260752,selection_fit,1,25,15
20260752,selection_fit,1,26,29
20260752,selection_fit,1,27,4
20260752,selection_fit,1,28,2
20260752,selection_fit,1,29,3
20260752,selection_fit,1,30,21
20260752,selection_fit,1,31,7
20260752,selection_fit,1,32,27
20260752,selection_fit,1,33,34
20260752,selection_fit,1,34,36
20260752,selection_fit,1,35,24
20260752,selection_fit,1,36,12
20260752,selection_fit,1,37,20
20260752,all_history_refit,1,1,35
20260752,all_history_refit,1,2,11
20260752,all_history_refit,1,3,21
20260752,all_history_refit,1,4,16
20260752,all_history_refit,1,5,1
20260752,all_history_refit,1,6,58
20260752,all_history_refit,1,7,53
20260752,all_history_refit,1,8,18
20260752,all_history_refit,1,9,30
20260752,all_history_refit,1,10,34
20260752,all_history_refit,1,11,17
20260752,all_history_refit,1,12,32
20260752,all_history_refit,1,13,5
20260752,all_history_refit,1,14,24
20260752,all_history_refit,1,15,28
20260752,all_history_refit,1,16,39
20260752,all_history_refit,1,17,23
20260752,all_history_refit,1,18,55
20260752,all_history_refit,1,19,25
20260752,all_history_refit,1,20,27
20260752,all_history_refit,1,21,42
20260752,all_history_refit,1,22,14
20260752,all_history_refit,1,23,44
20260752,all_history_refit,1,24,49
20260752,all_history_refit,1,25,59
20260752,all_history_refit,1,26,37
20260752,all_history_refit,1,27,26
20260752,all_history_refit,1,28,20
20260752,all_history_refit,1,29,8
20260752,all_history_refit,1,30,41
20260752,all_history_refit,1,31,12
20260752,all_history_refit,1,32,6
20260752,all_history_refit,1,33,51
20260752,all_history_refit,1,34,29
20260752,all_history_refit,1,35,52
20260752,all_history_refit,1,36,46
20260752,all_history_refit,1,37,56
20260752,all_history_refit,1,38,57
20260752,all_history_refit,1,39,22
20260752,all_history_refit,1,40,4
20260752,all_history_refit,1,41,60
20260752,all_history_refit,1,42,50
20260752,all_history_refit,1,43,9
20260752,all_history_refit,1,44,19
20260752,all_history_refit,1,45,54
20260752,all_history_refit,1,46,47
20260752,all_history_refit,1,47,3
20260752,all_history_refit,1,48,36
20260752,all_history_refit,1,49,38
20260752,all_history_refit,1,50,48
20260752,all_history_refit,1,51,43
20260752,all_history_refit,1,52,15
20260752,all_history_refit,1,53,13
20260752,all_history_refit,1,54,10
20260752,all_history_refit,1,55,45
20260752,all_history_refit,1,56,2
20260752,all_history_refit,1,57,7
20260752,all_history_refit,1,58,31
20260752,all_history_refit,1,59,33
20260752,all_history_refit,1,60,61
20260752,all_history_refit,1,61,40
20260753,selection_fit,1,1,24
20260753,selection_fit,1,2,11
20260753,selection_fit,1,3,6
20260753,selection_fit,1,4,34
20260753,selection_fit,1,5,29
20260753,selection_fit,1,6,23
20260753,selection_fit,1,7,30
20260753,selection_fit,1,8,9
20260753,selection_fit,1,9,15
20260753,selection_fit,1,10,2
20260753,selection_fit,1,11,7
20260753,selection_fit,1,12,28
20260753,selection_fit,1,13,1
20260753,selection_fit,1,14,16
20260753,selection_fit,1,15,26
20260753,selection_fit,1,16,31
20260753,selection_fit,1,17,8
20260753,selection_fit,1,18,27
20260753,selection_fit,1,19,36
20260753,selection_fit,1,20,17
20260753,selection_fit,1,21,21
20260753,selection_fit,1,22,22
20260753,selection_fit,1,23,4
20260753,selection_fit,1,24,32
20260753,selection_fit,1,25,35
20260753,selection_fit,1,26,19
20260753,selection_fit,1,27,10
20260753,selection_fit,1,28,20
20260753,selection_fit,1,29,14
20260753,selection_fit,1,30,25
20260753,selection_fit,1,31,37
20260753,selection_fit,1,32,13
20260753,selection_fit,1,33,18
20260753,selection_fit,1,34,33
20260753,selection_fit,1,35,5
20260753,selection_fit,1,36,3
20260753,selection_fit,1,37,12
20260753,all_history_refit,1,1,60
20260753,all_history_refit,1,2,61
20260753,all_history_refit,1,3,22
20260753,all_history_refit,1,4,50
20260753,all_history_refit,1,5,36
20260753,all_history_refit,1,6,29
20260753,all_history_refit,1,7,55
20260753,all_history_refit,1,8,42
20260753,all_history_refit,1,9,23
20260753,all_history_refit,1,10,30
20260753,all_history_refit,1,11,11
20260753,all_history_refit,1,12,24
20260753,all_history_refit,1,13,58
20260753,all_history_refit,1,14,7
20260753,all_history_refit,1,15,31
20260753,all_history_refit,1,16,51
20260753,all_history_refit,1,17,45
20260753,all_history_refit,1,18,52
20260753,all_history_refit,1,19,19
20260753,all_history_refit,1,20,32
20260753,all_history_refit,1,21,17
20260753,all_history_refit,1,22,57
20260753,all_history_refit,1,23,18
20260753,all_history_refit,1,24,8
20260753,all_history_refit,1,25,38
20260753,all_history_refit,1,26,37
20260753,all_history_refit,1,27,16
20260753,all_history_refit,1,28,28
20260753,all_history_refit,1,29,35
20260753,all_history_refit,1,30,27
20260753,all_history_refit,1,31,5
20260753,all_history_refit,1,32,6
20260753,all_history_refit,1,33,1
20260753,all_history_refit,1,34,39
20260753,all_history_refit,1,35,2
20260753,all_history_refit,1,36,4
20260753,all_history_refit,1,37,20
20260753,all_history_refit,1,38,3
20260753,all_history_refit,1,39,49
20260753,all_history_refit,1,40,43
20260753,all_history_refit,1,41,10
20260753,all_history_refit,1,42,21
20260753,all_history_refit,1,43,26
20260753,all_history_refit,1,44,33
20260753,all_history_refit,1,45,25
20260753,all_history_refit,1,46,46
20260753,all_history_refit,1,47,44
20260753,all_history_refit,1,48,14
20260753,all_history_refit,1,49,59
20260753,all_history_refit,1,50,9
20260753,all_history_refit,1,51,34
20260753,all_history_refit,1,52,48
20260753,all_history_refit,1,53,53
20260753,all_history_refit,1,54,15
20260753,all_history_refit,1,55,13
20260753,all_history_refit,1,56,47
20260753,all_history_refit,1,57,56
20260753,all_history_refit,1,58,12
20260753,all_history_refit,1,59,54
20260753,all_history_refit,1,60,40
20260753,all_history_refit,1,61,41
20260754,selection_fit,1,1,18
20260754,selection_fit,1,2,22
20260754,selection_fit,1,3,32
20260754,selection_fit,1,4,34
20260754,selection_fit,1,5,37
20260754,selection_fit,1,6,29
20260754,selection_fit,1,7,25
20260754,selection_fit,1,8,13
20260754,selection_fit,1,9,12
20260754,selection_fit,1,10,35
20260754,selection_fit,1,11,3
20260754,selection_fit,1,12,7
20260754,selection_fit,1,13,1
20260754,selection_fit,1,14,14
20260754,selection_fit,1,15,10
20260754,selection_fit,1,16,11
20260754,selection_fit,1,17,24
20260754,selection_fit,1,18,16
20260754,selection_fit,1,19,31
20260754,selection_fit,1,20,36
20260754,selection_fit,1,21,15
20260754,selection_fit,1,22,4
20260754,selection_fit,1,23,19
20260754,selection_fit,1,24,20
20260754,selection_fit,1,25,30
20260754,selection_fit,1,26,23
20260754,selection_fit,1,27,8
20260754,selection_fit,1,28,26
20260754,selection_fit,1,29,9
20260754,selection_fit,1,30,33
20260754,selection_fit,1,31,27
20260754,selection_fit,1,32,21
20260754,selection_fit,1,33,5
20260754,selection_fit,1,34,28
20260754,selection_fit,1,35,2
20260754,selection_fit,1,36,17
20260754,selection_fit,1,37,6
20260754,all_history_refit,1,1,37
20260754,all_history_refit,1,2,24
20260754,all_history_refit,1,3,60
20260754,all_history_refit,1,4,29
20260754,all_history_refit,1,5,1
20260754,all_history_refit,1,6,28
20260754,all_history_refit,1,7,14
20260754,all_history_refit,1,8,43
20260754,all_history_refit,1,9,16
20260754,all_history_refit,1,10,53
20260754,all_history_refit,1,11,26
20260754,all_history_refit,1,12,44
20260754,all_history_refit,1,13,22
20260754,all_history_refit,1,14,12
20260754,all_history_refit,1,15,6
20260754,all_history_refit,1,16,3
20260754,all_history_refit,1,17,15
20260754,all_history_refit,1,18,55
20260754,all_history_refit,1,19,4
20260754,all_history_refit,1,20,42
20260754,all_history_refit,1,21,35
20260754,all_history_refit,1,22,23
20260754,all_history_refit,1,23,31
20260754,all_history_refit,1,24,34
20260754,all_history_refit,1,25,51
20260754,all_history_refit,1,26,61
20260754,all_history_refit,1,27,59
20260754,all_history_refit,1,28,13
20260754,all_history_refit,1,29,21
20260754,all_history_refit,1,30,52
20260754,all_history_refit,1,31,11
20260754,all_history_refit,1,32,45
20260754,all_history_refit,1,33,50
20260754,all_history_refit,1,34,40
20260754,all_history_refit,1,35,41
20260754,all_history_refit,1,36,33
20260754,all_history_refit,1,37,9
20260754,all_history_refit,1,38,36
20260754,all_history_refit,1,39,48
20260754,all_history_refit,1,40,2
20260754,all_history_refit,1,41,10
20260754,all_history_refit,1,42,46
20260754,all_history_refit,1,43,30
20260754,all_history_refit,1,44,54
20260754,all_history_refit,1,45,8
20260754,all_history_refit,1,46,27
20260754,all_history_refit,1,47,20
20260754,all_history_refit,1,48,49
20260754,all_history_refit,1,49,57
20260754,all_history_refit,1,50,56
20260754,all_history_refit,1,51,19
20260754,all_history_refit,1,52,38
20260754,all_history_refit,1,53,58
20260754,all_history_refit,1,54,47
20260754,all_history_refit,1,55,5
20260754,all_history_refit,1,56,18
20260754,all_history_refit,1,57,7
20260754,all_history_refit,1,58,25
20260754,all_history_refit,1,59,17
20260754,all_history_refit,1,60,39
20260754,all_history_refit,1,61,32
20260755,selection_fit,1,1,16
20260755,selection_fit,1,2,28
20260755,selection_fit,1,3,33
20260755,selection_fit,1,4,17
20260755,selection_fit,1,5,12
20260755,selection_fit,1,6,7
20260755,selection_fit,1,7,20
20260755,selection_fit,1,8,37
20260755,selection_fit,1,9,32
20260755,selection_fit,1,10,4
20260755,selection_fit,1,11,29
20260755,selection_fit,1,12,27
20260755,selection_fit,1,13,14
20260755,selection_fit,1,14,10
20260755,selection_fit,1,15,21
20260755,selection_fit,1,16,24
20260755,selection_fit,1,17,18
20260755,selection_fit,1,18,22
20260755,selection_fit,1,19,30
20260755,selection_fit,1,20,9
20260755,selection_fit,1,21,34
20260755,selection_fit,1,22,2
20260755,selection_fit,1,23,15
20260755,selection_fit,1,24,8
20260755,selection_fit,1,25,6
20260755,selection_fit,1,26,3
20260755,selection_fit,1,27,25
20260755,selection_fit,1,28,13
20260755,selection_fit,1,29,5
20260755,selection_fit,1,30,26
20260755,selection_fit,1,31,11
20260755,selection_fit,1,32,31
20260755,selection_fit,1,33,36
20260755,selection_fit,1,34,1
20260755,selection_fit,1,35,35
20260755,selection_fit,1,36,19
20260755,selection_fit,1,37,23
20260755,all_history_refit,1,1,18
20260755,all_history_refit,1,2,5
20260755,all_history_refit,1,3,7
20260755,all_history_refit,1,4,37
20260755,all_history_refit,1,5,33
20260755,all_history_refit,1,6,26
20260755,all_history_refit,1,7,36
20260755,all_history_refit,1,8,10
20260755,all_history_refit,1,9,4
20260755,all_history_refit,1,10,48
20260755,all_history_refit,1,11,50
20260755,all_history_refit,1,12,55
20260755,all_history_refit,1,13,58
20260755,all_history_refit,1,14,15
20260755,all_history_refit,1,15,61
20260755,all_history_refit,1,16,45
20260755,all_history_refit,1,17,14
20260755,all_history_refit,1,18,21
20260755,all_history_refit,1,19,54
20260755,all_history_refit,1,20,47
20260755,all_history_refit,1,21,56
20260755,all_history_refit,1,22,11
20260755,all_history_refit,1,23,9
20260755,all_history_refit,1,24,16
20260755,all_history_refit,1,25,39
20260755,all_history_refit,1,26,38
20260755,all_history_refit,1,27,43
20260755,all_history_refit,1,28,1
20260755,all_history_refit,1,29,3
20260755,all_history_refit,1,30,8
20260755,all_history_refit,1,31,19
20260755,all_history_refit,1,32,40
20260755,all_history_refit,1,33,46
20260755,all_history_refit,1,34,49
20260755,all_history_refit,1,35,27
20260755,all_history_refit,1,36,22
20260755,all_history_refit,1,37,23
20260755,all_history_refit,1,38,34
20260755,all_history_refit,1,39,31
20260755,all_history_refit,1,40,2
20260755,all_history_refit,1,41,24
20260755,all_history_refit,1,42,17
20260755,all_history_refit,1,43,42
20260755,all_history_refit,1,44,13
20260755,all_history_refit,1,45,12
20260755,all_history_refit,1,46,59
20260755,all_history_refit,1,47,32
20260755,all_history_refit,1,48,53
20260755,all_history_refit,1,49,41
20260755,all_history_refit,1,50,25
20260755,all_history_refit,1,51,30
20260755,all_history_refit,1,52,44
20260755,all_history_refit,1,53,20
20260755,all_history_refit,1,54,29
20260755,all_history_refit,1,55,52
20260755,all_history_refit,1,56,6
20260755,all_history_refit,1,57,35
20260755,all_history_refit,1,58,57
20260755,all_history_refit,1,59,28
20260755,all_history_refit,1,60,51
20260755,all_history_refit,1,61,60
20260756,selection_fit,1,1,12
20260756,selection_fit,1,2,1
20260756,selection_fit,1,3,18
20260756,selection_fit,1,4,20
20260756,selection_fit,1,5,10
20260756,selection_fit,1,6,24
20260756,selection_fit,1,7,2
20260756,selection_fit,1,8,5
20260756,selection_fit,1,9,19
20260756,selection_fit,1,10,36
20260756,selection_fit,1,11,22
20260756,selection_fit,1,12,7
20260756,selection_fit,1,13,34
20260756,selection_fit,1,14,8
20260756,selection_fit,1,15,4
20260756,selection_fit,1,16,37
20260756,selection_fit,1,17,21
20260756,selection_fit,1,18,23
20260756,selection_fit,1,19,32
20260756,selection_fit,1,20,33
20260756,selection_fit,1,21,17
20260756,selection_fit,1,22,15
20260756,selection_fit,1,23,25
20260756,selection_fit,1,24,31
20260756,selection_fit,1,25,16
20260756,selection_fit,1,26,9
20260756,selection_fit,1,27,27
20260756,selection_fit,1,28,14
20260756,selection_fit,1,29,35
20260756,selection_fit,1,30,28
20260756,selection_fit,1,31,13
20260756,selection_fit,1,32,29
20260756,selection_fit,1,33,26
20260756,selection_fit,1,34,11
20260756,selection_fit,1,35,30
20260756,selection_fit,1,36,3
20260756,selection_fit,1,37,6
20260756,all_history_refit,1,1,7
20260756,all_history_refit,1,2,3
20260756,all_history_refit,1,3,54
20260756,all_history_refit,1,4,39
20260756,all_history_refit,1,5,31
20260756,all_history_refit,1,6,12
20260756,all_history_refit,1,7,2
20260756,all_history_refit,1,8,37
20260756,all_history_refit,1,9,1
20260756,all_history_refit,1,10,6
20260756,all_history_refit,1,11,47
20260756,all_history_refit,1,12,60
20260756,all_history_refit,1,13,44
20260756,all_history_refit,1,14,58
20260756,all_history_refit,1,15,36
20260756,all_history_refit,1,16,50
20260756,all_history_refit,1,17,19
20260756,all_history_refit,1,18,38
20260756,all_history_refit,1,19,56
20260756,all_history_refit,1,20,5
20260756,all_history_refit,1,21,34
20260756,all_history_refit,1,22,14
20260756,all_history_refit,1,23,48
20260756,all_history_refit,1,24,43
20260756,all_history_refit,1,25,40
20260756,all_history_refit,1,26,45
20260756,all_history_refit,1,27,42
20260756,all_history_refit,1,28,46
20260756,all_history_refit,1,29,57
20260756,all_history_refit,1,30,33
20260756,all_history_refit,1,31,27
20260756,all_history_refit,1,32,49
20260756,all_history_refit,1,33,9
20260756,all_history_refit,1,34,18
20260756,all_history_refit,1,35,29
20260756,all_history_refit,1,36,25
20260756,all_history_refit,1,37,41
20260756,all_history_refit,1,38,16
20260756,all_history_refit,1,39,26
20260756,all_history_refit,1,40,61
20260756,all_history_refit,1,41,30
20260756,all_history_refit,1,42,21
20260756,all_history_refit,1,43,28
20260756,all_history_refit,1,44,53
20260756,all_history_refit,1,45,4
20260756,all_history_refit,1,46,15
20260756,all_history_refit,1,47,51
20260756,all_history_refit,1,48,13
20260756,all_history_refit,1,49,8
20260756,all_history_refit,1,50,22
20260756,all_history_refit,1,51,11
20260756,all_history_refit,1,52,10
20260756,all_history_refit,1,53,24
20260756,all_history_refit,1,54,17
20260756,all_history_refit,1,55,32
20260756,all_history_refit,1,56,20
20260756,all_history_refit,1,57,35
20260756,all_history_refit,1,58,52
20260756,all_history_refit,1,59,23
20260756,all_history_refit,1,60,59
20260756,all_history_refit,1,61,55
20260757,selection_fit,1,1,33
20260757,selection_fit,1,2,17
20260757,selection_fit,1,3,11
20260757,selection_fit,1,4,3
20260757,selection_fit,1,5,26
20260757,selection_fit,1,6,15
20260757,selection_fit,1,7,34
20260757,selection_fit,1,8,29
20260757,selection_fit,1,9,16
20260757,selection_fit,1,10,24
20260757,selection_fit,1,11,14
20260757,selection_fit,1,12,1
20260757,selection_fit,1,13,7
20260757,selection_fit,1,14,32
20260757,selection_fit,1,15,12
20260757,selection_fit,1,16,37
20260757,selection_fit,1,17,30
20260757,selection_fit,1,18,31
20260757,selection_fit,1,19,18
20260757,selection_fit,1,20,4
20260757,selection_fit,1,21,5
20260757,selection_fit,1,22,9
20260757,selection_fit,1,23,20
20260757,selection_fit,1,24,21
20260757,selection_fit,1,25,13
20260757,selection_fit,1,26,27
20260757,selection_fit,1,27,19
20260757,selection_fit,1,28,23
20260757,selection_fit,1,29,2
20260757,selection_fit,1,30,36
20260757,selection_fit,1,31,10
20260757,selection_fit,1,32,22
20260757,selection_fit,1,33,6
20260757,selection_fit,1,34,25
20260757,selection_fit,1,35,8
20260757,selection_fit,1,36,28
20260757,selection_fit,1,37,35
20260757,all_history_refit,1,1,44
20260757,all_history_refit,1,2,20
20260757,all_history_refit,1,3,35
20260757,all_history_refit,1,4,52
20260757,all_history_refit,1,5,4
20260757,all_history_refit,1,6,3
20260757,all_history_refit,1,7,27
20260757,all_history_refit,1,8,23
20260757,all_history_refit,1,9,14
20260757,all_history_refit,1,10,15
20260757,all_history_refit,1,11,45
20260757,all_history_refit,1,12,8
20260757,all_history_refit,1,13,51
20260757,all_history_refit,1,14,38
20260757,all_history_refit,1,15,55
20260757,all_history_refit,1,16,28
20260757,all_history_refit,1,17,34
20260757,all_history_refit,1,18,48
20260757,all_history_refit,1,19,24
20260757,all_history_refit,1,20,5
20260757,all_history_refit,1,21,36
20260757,all_history_refit,1,22,7
20260757,all_history_refit,1,23,47
20260757,all_history_refit,1,24,33
20260757,all_history_refit,1,25,43
20260757,all_history_refit,1,26,6
20260757,all_history_refit,1,27,57
20260757,all_history_refit,1,28,42
20260757,all_history_refit,1,29,31
20260757,all_history_refit,1,30,13
20260757,all_history_refit,1,31,61
20260757,all_history_refit,1,32,10
20260757,all_history_refit,1,33,11
20260757,all_history_refit,1,34,1
20260757,all_history_refit,1,35,41
20260757,all_history_refit,1,36,18
20260757,all_history_refit,1,37,19
20260757,all_history_refit,1,38,58
20260757,all_history_refit,1,39,12
20260757,all_history_refit,1,40,22
20260757,all_history_refit,1,41,53
20260757,all_history_refit,1,42,56
20260757,all_history_refit,1,43,2
20260757,all_history_refit,1,44,16
20260757,all_history_refit,1,45,37
20260757,all_history_refit,1,46,46
20260757,all_history_refit,1,47,25
20260757,all_history_refit,1,48,54
20260757,all_history_refit,1,49,39
20260757,all_history_refit,1,50,32
20260757,all_history_refit,1,51,60
20260757,all_history_refit,1,52,26
20260757,all_history_refit,1,53,30
20260757,all_history_refit,1,54,59
20260757,all_history_refit,1,55,50
20260757,all_history_refit,1,56,17
20260757,all_history_refit,1,57,21
20260757,all_history_refit,1,58,29
20260757,all_history_refit,1,59,9
20260757,all_history_refit,1,60,49
20260757,all_history_refit,1,61,40
20260758,selection_fit,1,1,6
20260758,selection_fit,1,2,33
20260758,selection_fit,1,3,32
20260758,selection_fit,1,4,25
20260758,selection_fit,1,5,36
20260758,selection_fit,1,6,34
20260758,selection_fit,1,7,7
20260758,selection_fit,1,8,21
20260758,selection_fit,1,9,24
20260758,selection_fit,1,10,10
20260758,selection_fit,1,11,16
20260758,selection_fit,1,12,14
20260758,selection_fit,1,13,15
20260758,selection_fit,1,14,26
20260758,selection_fit,1,15,9
